layer,method,auc,aoc
instance_perturbation_module.neck.Bifusion1.cv2.block.conv,Gradient,0.7774329920135719,0.7073242962924593
instance_perturbation_module.neck.Bifusion1.cv2.block.conv,LRP-eps,0.5278020164897519,0.5105231781247105
instance_perturbation_module.neck.Bifusion1.cv2.block.conv,LRP-gamma,0.4195575295621343,0.480859881137334
instance_perturbation_module.neck.Bifusion1.cv2.block.conv,LRP-zplus,0.5760666067223865,0.6306096653209923
instance_perturbation_module.neck.Bifusion1.cv2.block.conv,activation,0.44717829925692537,0.5633171500379494
instance_perturbation_module.neck.Bifusion1.cv2.block.conv,random,0.3539358359356056,0.4897195636767958
instance_perturbation_module.neck.Bifusion0.cv2.block.conv,GradCAM,0.4798594636257858,0.6713918964854193
instance_perturbation_module.neck.Bifusion0.cv2.block.conv,Gradient,0.48735321954068966,0.6755446700808552
instance_perturbation_module.neck.Bifusion0.cv2.block.conv,LRP-eps,0.4039086753627671,0.6949053349990055
instance_perturbation_module.neck.Bifusion0.cv2.block.conv,LRP-gamma,0.27233226476051553,0.35387323339077476
instance_perturbation_module.neck.Bifusion0.cv2.block.conv,LRP-zplus,0.6691864676139542,0.4830714407306339
instance_perturbation_module.neck.Bifusion0.cv2.block.conv,activation,0.6206430020504012,0.5475087063828955
instance_perturbation_module.neck.Bifusion0.cv2.block.conv,random,0.4835508533161941,0.44669729496771754
instance_perturbation_module.neck.Rep_p3.block.2.rbr_1x1.conv,GradCAM,0.6839338646822462,0.7215667819064625
instance_perturbation_module.neck.Rep_p3.block.2.rbr_1x1.conv,Gradient,0.7016363165353264,0.6995613701293796
instance_perturbation_module.neck.Rep_p3.block.2.rbr_1x1.conv,LRP-eps,0.4740985093422244,0.5164191708269495
instance_perturbation_module.neck.Rep_p3.block.2.rbr_1x1.conv,LRP-gamma,0.4623307694012814,0.4988696124852141
instance_perturbation_module.neck.Rep_p3.block.2.rbr_1x1.conv,LRP-zplus,0.6600528325089074,0.7959509923697157
instance_perturbation_module.neck.Rep_p3.block.2.rbr_1x1.conv,activation,0.532803564499318,0.6186522494495464
instance_perturbation_module.neck.Rep_p3.block.2.rbr_1x1.conv,random,0.3454678287346666,0.5801427918647861
instance_perturbation_module.neck.Rep_p5.block.2.rbr_1x1.conv,GradCAM,0.7483654234426451,0.4519857203909852
instance_perturbation_module.neck.Rep_p5.block.2.rbr_1x1.conv,Gradient,0.7295386710471594,0.3166095789132208
instance_perturbation_module.neck.Rep_p5.block.2.rbr_1x1.conv,LRP-eps,0.6574490283226603,0.28178514209498506
instance_perturbation_module.neck.Rep_p5.block.2.rbr_1x1.conv,LRP-gamma,0.340802983512999,0.4829880252099229
instance_perturbation_module.neck.Rep_p5.block.2.rbr_1x1.conv,LRP-zplus,0.5791458727206303,0.5855347792485412
instance_perturbation_module.neck.Rep_p5.block.2.rbr_1x1.conv,activation,0.8744958104865913,0.6421838046075722
instance_perturbation_module.neck.Rep_p5.block.2.rbr_1x1.conv,random,0.43916583248892943,0.7141755464573378
instance_perturbation_module.neck.Rep_n6.block.2.rbr_1x1.conv,GradCAM,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.2.rbr_1x1.conv,Gradient,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.2.rbr_1x1.conv,LRP-eps,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.2.rbr_1x1.conv,LRP-gamma,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.2.rbr_1x1.conv,LRP-zplus,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.2.rbr_1x1.conv,activation,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.2.rbr_1x1.conv,random,0.0,1.0
instance_perturbation_module.neck.Bifusion0.cv3.block.conv,GradCAM,0.660238618721855,0.8561910021960416
instance_perturbation_module.neck.Bifusion0.cv3.block.conv,Gradient,0.699590121749761,0.8595437678146355
instance_perturbation_module.neck.Bifusion0.cv3.block.conv,LRP-eps,0.1264308769937682,0.7680792717431293
instance_perturbation_module.neck.Bifusion0.cv3.block.conv,LRP-gamma,0.25614661088276747,0.7051431706119113
instance_perturbation_module.neck.Bifusion0.cv3.block.conv,LRP-zplus,0.48745305827795193,0.39071878254825626
instance_perturbation_module.neck.Bifusion0.cv3.block.conv,activation,0.435144679650191,0.533716341103058
instance_perturbation_module.neck.Bifusion0.cv3.block.conv,random,0.31309504178268766,0.6152731836752708
instance_perturbation_module.backbone.ERBlock_4.1.block.2.rbr_1x1.conv,GradCAM,0.7143629929996449,0.758486293680248
instance_perturbation_module.backbone.ERBlock_4.1.block.2.rbr_1x1.conv,Gradient,0.7334545303039681,0.7452504936426343
instance_perturbation_module.backbone.ERBlock_4.1.block.2.rbr_1x1.conv,LRP-eps,0.20264626209107345,0.9058443792033581
instance_perturbation_module.backbone.ERBlock_4.1.block.2.rbr_1x1.conv,LRP-gamma,0.3035343488606725,0.6575238971008902
instance_perturbation_module.backbone.ERBlock_4.1.block.2.rbr_1x1.conv,LRP-zplus,0.2881455786348563,0.5432941591067357
instance_perturbation_module.backbone.ERBlock_4.1.block.2.rbr_1x1.conv,activation,0.22877035852531924,0.5659210281368964
instance_perturbation_module.backbone.ERBlock_4.1.block.2.rbr_1x1.conv,random,0.2582835535571318,0.5414872624298411
instance_perturbation_module.backbone.ERBlock_3.1.block.1.rbr_1x1.conv,GradCAM,0.6902222298455484,0.7463477590341527
instance_perturbation_module.backbone.ERBlock_3.1.block.1.rbr_1x1.conv,Gradient,0.677790161100981,0.6644656809344134
instance_perturbation_module.backbone.ERBlock_3.1.block.1.rbr_1x1.conv,LRP-eps,0.49459879939187446,0.6424280285636761
instance_perturbation_module.backbone.ERBlock_3.1.block.1.rbr_1x1.conv,LRP-gamma,0.45390515607717213,0.5032120988731675
instance_perturbation_module.backbone.ERBlock_3.1.block.1.rbr_1x1.conv,LRP-zplus,0.5806770451899271,0.7649009616493445
instance_perturbation_module.backbone.ERBlock_3.1.block.1.rbr_1x1.conv,activation,0.42644461698651087,0.792796603774486
instance_perturbation_module.backbone.ERBlock_3.1.block.1.rbr_1x1.conv,random,0.36388567934046967,0.6171418655208942
instance_perturbation_module.backbone.ERBlock_3.1.block.0.rbr_1x1.conv,GradCAM,0.6732168464380313,0.8023419891418874
instance_perturbation_module.backbone.ERBlock_3.1.block.0.rbr_1x1.conv,Gradient,0.6943385901719566,0.789961336022673
instance_perturbation_module.backbone.ERBlock_3.1.block.0.rbr_1x1.conv,LRP-eps,0.47779792231534846,0.6505895763428391
instance_perturbation_module.backbone.ERBlock_3.1.block.0.rbr_1x1.conv,LRP-gamma,0.4426024580937172,0.5529905293232256
instance_perturbation_module.backbone.ERBlock_3.1.block.0.rbr_1x1.conv,LRP-zplus,0.6395714705531145,0.4660687534715103
instance_perturbation_module.backbone.ERBlock_3.1.block.0.rbr_1x1.conv,activation,0.4823651755878884,0.5172920873716785
instance_perturbation_module.backbone.ERBlock_3.1.block.0.rbr_1x1.conv,random,0.37140941210389466,0.606681152804462
instance_perturbation_module.neck.Rep_p5.conv1.rbr_1x1.conv,GradCAM,0.48719981556857334,0.6789976118648438
instance_perturbation_module.neck.Rep_p5.conv1.rbr_1x1.conv,Gradient,0.5321696606931474,0.4738867534708958
instance_perturbation_module.neck.Rep_p5.conv1.rbr_1x1.conv,LRP-eps,0.17225365637014084,0.9095301411189436
instance_perturbation_module.neck.Rep_p5.conv1.rbr_1x1.conv,LRP-gamma,0.2914843019309039,0.3899565705955599
instance_perturbation_module.neck.Rep_p5.conv1.rbr_1x1.conv,LRP-zplus,0.3996455896564426,0.7655635354247431
instance_perturbation_module.neck.Rep_p5.conv1.rbr_1x1.conv,activation,0.5368613987965117,0.5289612750669636
instance_perturbation_module.neck.Rep_p5.conv1.rbr_1x1.conv,random,0.38582007045608135,0.5056693124090843
instance_perturbation_module.neck.Rep_n5.block.1.rbr_1x1.conv,GradCAM,0.0,1.0
instance_perturbation_module.neck.Rep_n5.block.1.rbr_1x1.conv,Gradient,0.0,1.0
instance_perturbation_module.neck.Rep_n5.block.1.rbr_1x1.conv,LRP-eps,0.0,1.0
instance_perturbation_module.neck.Rep_n5.block.1.rbr_1x1.conv,LRP-gamma,0.0,1.0
instance_perturbation_module.neck.Rep_n5.block.1.rbr_1x1.conv,LRP-zplus,0.0,1.0
instance_perturbation_module.neck.Rep_n5.block.1.rbr_1x1.conv,activation,0.0,1.0
instance_perturbation_module.neck.Rep_n5.block.1.rbr_1x1.conv,random,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.0.rbr_1x1.conv,GradCAM,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.0.rbr_1x1.conv,Gradient,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.0.rbr_1x1.conv,LRP-eps,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.0.rbr_1x1.conv,LRP-gamma,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.0.rbr_1x1.conv,LRP-zplus,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.0.rbr_1x1.conv,activation,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.0.rbr_1x1.conv,random,0.0,1.0
instance_perturbation_module.neck.Rep_n5.block.0.rbr_1x1.conv,GradCAM,0.0,1.0
instance_perturbation_module.neck.Rep_n5.block.0.rbr_1x1.conv,Gradient,0.0,1.0
instance_perturbation_module.neck.Rep_n5.block.0.rbr_1x1.conv,LRP-eps,0.0,1.0
instance_perturbation_module.neck.Rep_n5.block.0.rbr_1x1.conv,LRP-gamma,0.0,1.0
instance_perturbation_module.neck.Rep_n5.block.0.rbr_1x1.conv,LRP-zplus,0.0,1.0
instance_perturbation_module.neck.Rep_n5.block.0.rbr_1x1.conv,activation,0.0,1.0
instance_perturbation_module.neck.Rep_n5.block.0.rbr_1x1.conv,random,0.0,1.0
instance_perturbation_module.neck.Bifusion1.cv3.block.conv,GradCAM,0.7047066326688473,0.8102053715737096
instance_perturbation_module.neck.Bifusion1.cv3.block.conv,Gradient,0.7200517861946405,0.8085837133699332
instance_perturbation_module.neck.Bifusion1.cv3.block.conv,LRP-eps,0.49416678639755696,0.6347685340869507
instance_perturbation_module.neck.Bifusion1.cv3.block.conv,LRP-gamma,0.4180262119383556,0.5419666625686062
instance_perturbation_module.neck.Bifusion1.cv3.block.conv,LRP-zplus,0.6076259253862615,0.6038323485640422
instance_perturbation_module.neck.Bifusion1.cv3.block.conv,activation,0.20898807248832676,0.5527944089929231
instance_perturbation_module.neck.Bifusion1.cv3.block.conv,random,0.27174995618483805,0.6658313836150225
instance_perturbation_module.neck.Rep_n6.conv1.rbr_1x1.conv,GradCAM,0.0,1.0
instance_perturbation_module.neck.Rep_n6.conv1.rbr_1x1.conv,Gradient,0.0,1.0
instance_perturbation_module.neck.Rep_n6.conv1.rbr_1x1.conv,LRP-eps,0.0,1.0
instance_perturbation_module.neck.Rep_n6.conv1.rbr_1x1.conv,LRP-gamma,0.0,1.0
instance_perturbation_module.neck.Rep_n6.conv1.rbr_1x1.conv,LRP-zplus,0.0,1.0
instance_perturbation_module.neck.Rep_n6.conv1.rbr_1x1.conv,activation,0.0,1.0
instance_perturbation_module.neck.Rep_n6.conv1.rbr_1x1.conv,random,0.0,1.0
instance_perturbation_module.neck.Bifusion1.cv1.block.conv,GradCAM,0.7788340787647325,0.7495911010522864
instance_perturbation_module.neck.Bifusion1.cv1.block.conv,Gradient,0.760295570790668,0.7588879002504983
instance_perturbation_module.neck.Bifusion1.cv1.block.conv,LRP-eps,0.6069719425410435,0.5333538682154809
instance_perturbation_module.neck.Bifusion1.cv1.block.conv,LRP-gamma,0.4372578335908092,0.4597279462730762
instance_perturbation_module.neck.Bifusion1.cv1.block.conv,LRP-zplus,0.6107206957528799,0.807978562189633
instance_perturbation_module.neck.Bifusion1.cv1.block.conv,activation,0.3883841210887137,0.7372515896272764
instance_perturbation_module.neck.Bifusion1.cv1.block.conv,random,0.38098381124577274,0.5346764226473071
instance_perturbation_module.neck.Rep_n6.block.1.rbr_1x1.conv,GradCAM,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.1.rbr_1x1.conv,Gradient,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.1.rbr_1x1.conv,LRP-eps,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.1.rbr_1x1.conv,LRP-gamma,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.1.rbr_1x1.conv,LRP-zplus,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.1.rbr_1x1.conv,activation,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.1.rbr_1x1.conv,random,0.0,1.0
instance_perturbation_module.backbone.ERBlock_2.0.rbr_1x1.conv,GradCAM,0.5869462934980048,0.7250458579159922
instance_perturbation_module.backbone.ERBlock_2.0.rbr_1x1.conv,Gradient,0.5475357205695774,0.7465891705271198
instance_perturbation_module.backbone.ERBlock_2.0.rbr_1x1.conv,LRP-eps,0.47302784070317794,0.48259615864619665
instance_perturbation_module.backbone.ERBlock_2.0.rbr_1x1.conv,LRP-gamma,0.36404043052130003,0.5657254937335556
instance_perturbation_module.backbone.ERBlock_2.0.rbr_1x1.conv,LRP-zplus,0.5471959257239489,0.49418671240095036
instance_perturbation_module.backbone.ERBlock_2.0.rbr_1x1.conv,activation,0.5520471355990599,0.5475273103243716
instance_perturbation_module.backbone.ERBlock_2.0.rbr_1x1.conv,random,0.36250620241024945,0.5763660269340781
instance_perturbation_module.neck.Bifusion2.cv1.block.conv,GradCAM,0.7646746022638089,0.7972925482773615
instance_perturbation_module.neck.Bifusion2.cv1.block.conv,Gradient,0.7789712991267037,0.7878424732102621
instance_perturbation_module.neck.Bifusion2.cv1.block.conv,LRP-eps,0.5991732968905615,0.5701990426707797
instance_perturbation_module.neck.Bifusion2.cv1.block.conv,LRP-gamma,0.5614151401493329,0.5322692761001946
instance_perturbation_module.neck.Bifusion2.cv1.block.conv,LRP-zplus,0.7435575888682611,0.7760618126268907
instance_perturbation_module.neck.Bifusion2.cv1.block.conv,activation,0.5290112325283891,0.4833767688672962
instance_perturbation_module.neck.Bifusion2.cv1.block.conv,random,0.46391384143748454,0.4672999652140223
instance_perturbation_module.neck.Rep_n4.block.0.rbr_1x1.conv,GradCAM,0.6852364211594425,0.9621848739495799
instance_perturbation_module.neck.Rep_n4.block.0.rbr_1x1.conv,Gradient,0.6849961466343084,0.9621848739495799
instance_perturbation_module.neck.Rep_n4.block.0.rbr_1x1.conv,LRP-eps,0.689266435071267,0.8730493934958088
instance_perturbation_module.neck.Rep_n4.block.0.rbr_1x1.conv,LRP-gamma,0.6861598329170986,0.9118748610071141
instance_perturbation_module.neck.Rep_n4.block.0.rbr_1x1.conv,LRP-zplus,0.6873415630479,0.9621848739495799
instance_perturbation_module.neck.Rep_n4.block.0.rbr_1x1.conv,activation,0.5883679425502987,0.9608389275137026
instance_perturbation_module.neck.Rep_n4.block.0.rbr_1x1.conv,random,0.18214441086467006,0.8779090254567347
instance_perturbation_module.backbone.ERBlock_4.1.block.1.rbr_1x1.conv,GradCAM,0.6374624956577608,0.5717725447714528
instance_perturbation_module.backbone.ERBlock_4.1.block.1.rbr_1x1.conv,Gradient,0.6581324223198883,0.5399611796446588
instance_perturbation_module.backbone.ERBlock_4.1.block.1.rbr_1x1.conv,LRP-eps,0.4290796947436695,0.5410594955667736
instance_perturbation_module.backbone.ERBlock_4.1.block.1.rbr_1x1.conv,LRP-gamma,0.5707104166047755,0.6279125276946583
instance_perturbation_module.backbone.ERBlock_4.1.block.1.rbr_1x1.conv,LRP-zplus,0.5980762340313638,0.5671621890537825
instance_perturbation_module.backbone.ERBlock_4.1.block.1.rbr_1x1.conv,activation,0.48838657307408145,0.7514290910119588
instance_perturbation_module.backbone.ERBlock_4.1.block.1.rbr_1x1.conv,random,0.24756435162536933,0.6711729484073399
instance_perturbation_module.backbone.ERBlock_4.1.conv1.rbr_1x1.conv,GradCAM,0.36630786502192614,0.7195374073512814
instance_perturbation_module.backbone.ERBlock_4.1.conv1.rbr_1x1.conv,Gradient,0.4292674825841849,0.63829614916706
instance_perturbation_module.backbone.ERBlock_4.1.conv1.rbr_1x1.conv,LRP-eps,0.19850867155124272,0.808247954915462
instance_perturbation_module.backbone.ERBlock_4.1.conv1.rbr_1x1.conv,LRP-gamma,0.31357258030961005,0.6013027109376013
instance_perturbation_module.backbone.ERBlock_4.1.conv1.rbr_1x1.conv,LRP-zplus,0.3754091307757244,0.5331528831703141
instance_perturbation_module.backbone.ERBlock_4.1.conv1.rbr_1x1.conv,activation,0.5860742798253973,0.44164849816251134
instance_perturbation_module.backbone.ERBlock_4.1.conv1.rbr_1x1.conv,random,0.5218369284669198,0.2319122418640283
instance_perturbation_module.neck.Bifusion1.downsample.block.conv,GradCAM,0.7604395260710763,0.8038334733810215
instance_perturbation_module.neck.Bifusion1.downsample.block.conv,Gradient,0.7510675369409882,0.7740758248029864
instance_perturbation_module.neck.Bifusion1.downsample.block.conv,LRP-eps,0.3941686807881706,0.6172692321205886
instance_perturbation_module.neck.Bifusion1.downsample.block.conv,LRP-gamma,0.2953534191361719,0.5157773122671604
instance_perturbation_module.neck.Bifusion1.downsample.block.conv,LRP-zplus,0.6306595901534963,0.6466048551414733
instance_perturbation_module.neck.Bifusion1.downsample.block.conv,activation,0.4852388155338496,0.6490107826026821
instance_perturbation_module.neck.Bifusion1.downsample.block.conv,random,0.558190504297816,0.5693400472844494
instance_perturbation_module.backbone.ERBlock_4.1.block.0.rbr_1x1.conv,GradCAM,0.535078556002387,0.43622825772524976
instance_perturbation_module.backbone.ERBlock_4.1.block.0.rbr_1x1.conv,Gradient,0.5404127248379396,0.6018417514570293
instance_perturbation_module.backbone.ERBlock_4.1.block.0.rbr_1x1.conv,LRP-eps,0.488719770382415,0.5304413679117191
instance_perturbation_module.backbone.ERBlock_4.1.block.0.rbr_1x1.conv,LRP-gamma,0.4857725617875094,0.7917354583059026
instance_perturbation_module.backbone.ERBlock_4.1.block.0.rbr_1x1.conv,LRP-zplus,0.3491201316805321,0.6061461249473832
instance_perturbation_module.backbone.ERBlock_4.1.block.0.rbr_1x1.conv,activation,0.3056901642442148,0.6055625436262282
instance_perturbation_module.backbone.ERBlock_4.1.block.0.rbr_1x1.conv,random,0.43300750364423163,0.7176885023854116
