layer,method,auc,aoc
instance_perturbation_module.neck.Rep_p5.block.2.rbr_dense.conv,activation,0.5403645959781147,0.6330029448534046
instance_perturbation_module.neck.Rep_p5.block.2.rbr_dense.conv,random,0.22283246972516108,0.5166052194334491
instance_perturbation_module.backbone.ERBlock_5.1.conv1.rbr_dense.conv,GradCAM,0.6800494892998985,0.8803558677913896
instance_perturbation_module.backbone.ERBlock_5.1.conv1.rbr_dense.conv,Gradient,0.6812453898537938,0.8412127846673658
instance_perturbation_module.backbone.ERBlock_5.1.conv1.rbr_dense.conv,LRP-eps,0.1061708869640216,0.7911171184208099
instance_perturbation_module.backbone.ERBlock_5.1.conv1.rbr_dense.conv,LRP-gamma,0.5525724054266227,0.5482606175075819
instance_perturbation_module.backbone.ERBlock_5.1.conv1.rbr_dense.conv,LRP-zplus,0.9211854718361088,0.4840134797341722
instance_perturbation_module.backbone.ERBlock_5.1.conv1.rbr_dense.conv,activation,0.7755622186281363,0.6374587450561343
instance_perturbation_module.backbone.ERBlock_5.1.conv1.rbr_dense.conv,random,0.35671774049997995,0.600048886040483
instance_perturbation_module.backbone.ERBlock_4.1.block.3.rbr_dense.conv,GradCAM,0.6699175159822708,0.7782313831121517
instance_perturbation_module.backbone.ERBlock_4.1.block.3.rbr_dense.conv,Gradient,0.7046487503954468,0.7777946751259014
instance_perturbation_module.backbone.ERBlock_4.1.block.3.rbr_dense.conv,LRP-eps,0.4300101325599215,0.6906734442224427
instance_perturbation_module.backbone.ERBlock_4.1.block.3.rbr_dense.conv,LRP-gamma,0.5256227675270865,0.5063228299363324
instance_perturbation_module.backbone.ERBlock_4.1.block.3.rbr_dense.conv,LRP-zplus,0.6345916830132582,0.6111480699044055
instance_perturbation_module.backbone.ERBlock_4.1.block.3.rbr_dense.conv,activation,0.5616699198950372,0.5017662856829475
instance_perturbation_module.backbone.ERBlock_4.1.block.3.rbr_dense.conv,random,0.3439290020594598,0.5311565506583565
instance_perturbation_module.neck.Rep_p3.block.2.rbr_dense.conv,GradCAM,0.7344977877068917,0.6141769171615695
instance_perturbation_module.neck.Rep_p3.block.2.rbr_dense.conv,Gradient,0.7688352017167155,0.6248918849611481
instance_perturbation_module.neck.Rep_p3.block.2.rbr_dense.conv,LRP-eps,0.6620520229252117,0.4905095600267698
instance_perturbation_module.neck.Rep_p3.block.2.rbr_dense.conv,LRP-gamma,0.6462596016884102,0.5111880926299277
instance_perturbation_module.neck.Rep_p3.block.2.rbr_dense.conv,LRP-zplus,0.6740566866449271,0.6322607863979752
instance_perturbation_module.neck.Rep_p3.block.2.rbr_dense.conv,activation,0.40816202225479054,0.4064153242033568
instance_perturbation_module.neck.Rep_p3.block.2.rbr_dense.conv,random,0.48430326971945364,0.4120723914602923
instance_perturbation_module.detect.stems.2.block.conv,GradCAM,0.0,1.0
instance_perturbation_module.detect.stems.2.block.conv,Gradient,0.0,1.0
instance_perturbation_module.detect.stems.2.block.conv,LRP-eps,0.0,1.0
instance_perturbation_module.detect.stems.2.block.conv,LRP-gamma,0.0,1.0
instance_perturbation_module.detect.stems.2.block.conv,LRP-zplus,0.0,1.0
instance_perturbation_module.detect.stems.2.block.conv,activation,0.0,1.0
instance_perturbation_module.detect.stems.2.block.conv,random,0.0,1.0
instance_perturbation_module.backbone.ERBlock_3.1.block.0.rbr_dense.conv,GradCAM,0.7684042389926751,0.6534062213477934
instance_perturbation_module.backbone.ERBlock_3.1.block.0.rbr_dense.conv,Gradient,0.7902040552457942,0.6760573549979844
instance_perturbation_module.backbone.ERBlock_3.1.block.0.rbr_dense.conv,LRP-eps,0.6233172784010039,0.6277578719965033
instance_perturbation_module.backbone.ERBlock_3.1.block.0.rbr_dense.conv,LRP-gamma,0.5850737167714901,0.6206105899743745
instance_perturbation_module.backbone.ERBlock_3.1.block.0.rbr_dense.conv,LRP-zplus,0.5859960160587586,0.5593803267625211
instance_perturbation_module.backbone.ERBlock_3.1.block.0.rbr_dense.conv,activation,0.4697882960715375,0.4826654675953695
instance_perturbation_module.backbone.ERBlock_3.1.block.0.rbr_dense.conv,random,0.36880031414603426,0.4555510184774956
instance_perturbation_module.neck.reduce_layer1.block.conv,GradCAM,0.16857778244102176,0.7081264304643834
instance_perturbation_module.neck.reduce_layer1.block.conv,Gradient,0.18066058838894863,0.7440831224035751
instance_perturbation_module.neck.reduce_layer1.block.conv,LRP-eps,0.41756719621798966,0.841156134976798
instance_perturbation_module.neck.reduce_layer1.block.conv,LRP-gamma,0.3311399596880818,0.42294905861339493
instance_perturbation_module.neck.reduce_layer1.block.conv,LRP-zplus,0.6113157707048764,0.6508108694029704
instance_perturbation_module.neck.reduce_layer1.block.conv,activation,0.31870676905338413,0.4466114209826133
instance_perturbation_module.neck.reduce_layer1.block.conv,random,0.3133436965333992,0.5923552412501748
instance_perturbation_module.detect.reg_preds.1,GradCAM,0.252933645387327,0.8707453713870387
instance_perturbation_module.detect.reg_preds.1,Gradient,0.252933645387327,0.8707453713870387
instance_perturbation_module.detect.reg_preds.1,LRP-eps,0.252933645387327,0.8707453713870387
instance_perturbation_module.detect.reg_preds.1,LRP-gamma,0.252933645387327,0.8707453713870387
instance_perturbation_module.detect.reg_preds.1,LRP-zplus,0.252933645387327,0.8707453713870387
instance_perturbation_module.detect.reg_preds.1,activation,0.21463364107432392,0.8663487496910298
instance_perturbation_module.detect.reg_preds.1,random,0.16504437834244678,0.8726406899460551
instance_perturbation_module.detect.stems.1.block.conv,GradCAM,0.1741887938101824,0.1329964688208708
instance_perturbation_module.detect.stems.1.block.conv,Gradient,0.20161325420028686,0.1329964688208708
instance_perturbation_module.detect.stems.1.block.conv,LRP-eps,0.29512876926757015,0.13816686831154762
instance_perturbation_module.detect.stems.1.block.conv,LRP-gamma,0.269895620471609,0.13833891702326795
instance_perturbation_module.detect.stems.1.block.conv,LRP-zplus,0.06876184087858667,0.1329964688208708
instance_perturbation_module.detect.stems.1.block.conv,activation,0.6128698227215231,0.9621848739495799
instance_perturbation_module.detect.stems.1.block.conv,random,0.10811268807579508,0.8253548416662686
instance_perturbation_module.detect.reg_convs.0.block.conv,GradCAM,0.3782477653577808,0.5742543892352691
instance_perturbation_module.detect.reg_convs.0.block.conv,Gradient,0.3782477653577808,0.5742543892352691
instance_perturbation_module.detect.reg_convs.0.block.conv,LRP-eps,0.3782477653577808,0.5742543892352691
instance_perturbation_module.detect.reg_convs.0.block.conv,LRP-gamma,0.3782477653577808,0.5742543892352691
instance_perturbation_module.detect.reg_convs.0.block.conv,LRP-zplus,0.3782477653577808,0.5742543892352691
instance_perturbation_module.detect.reg_convs.0.block.conv,activation,0.32652244529051416,0.5357748040339447
instance_perturbation_module.detect.reg_convs.0.block.conv,random,0.382787968642987,0.6370918190115096
instance_perturbation_module.detect.cls_convs.3.block.conv,GradCAM,0.0,1.0
instance_perturbation_module.detect.cls_convs.3.block.conv,Gradient,0.0,1.0
instance_perturbation_module.detect.cls_convs.3.block.conv,LRP-eps,0.0,1.0
instance_perturbation_module.detect.cls_convs.3.block.conv,LRP-gamma,0.0,1.0
instance_perturbation_module.detect.cls_convs.3.block.conv,LRP-zplus,0.0,1.0
instance_perturbation_module.detect.cls_convs.3.block.conv,activation,0.0,1.0
instance_perturbation_module.detect.cls_convs.3.block.conv,random,0.0,1.0
instance_perturbation_module.detect.cls_preds.0,GradCAM,0.44820487354992417,0.5707803204455696
instance_perturbation_module.detect.cls_preds.0,Gradient,0.4569089409182878,0.5977671321091838
instance_perturbation_module.detect.cls_preds.0,LRP-eps,0.4569089409182878,0.5977671321091838
instance_perturbation_module.detect.cls_preds.0,LRP-gamma,0.4569089409182878,0.5977671321091838
instance_perturbation_module.detect.cls_preds.0,LRP-zplus,0.4569089409182878,0.5977671321091838
instance_perturbation_module.detect.cls_preds.0,activation,0.39641285252843284,0.542049758630032
instance_perturbation_module.detect.cls_preds.0,random,0.42806704616294844,0.5714509604396539
instance_perturbation_module.neck.Rep_n6.conv1.rbr_dense.conv,GradCAM,0.0,1.0
instance_perturbation_module.neck.Rep_n6.conv1.rbr_dense.conv,Gradient,0.0,1.0
instance_perturbation_module.neck.Rep_n6.conv1.rbr_dense.conv,LRP-eps,0.0,1.0
instance_perturbation_module.neck.Rep_n6.conv1.rbr_dense.conv,LRP-gamma,0.0,1.0
instance_perturbation_module.neck.Rep_n6.conv1.rbr_dense.conv,LRP-zplus,0.0,1.0
instance_perturbation_module.neck.Rep_n6.conv1.rbr_dense.conv,activation,0.0,1.0
instance_perturbation_module.neck.Rep_n6.conv1.rbr_dense.conv,random,0.0,1.0
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv7.block.conv,GradCAM,0.7125898343859866,0.5462130704971266
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv7.block.conv,Gradient,0.7169743806957309,0.6083841273150886
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv7.block.conv,LRP-eps,0.31652438600253285,0.5220998415701756
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv7.block.conv,LRP-gamma,0.10670683222503685,0.13219030205119908
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv7.block.conv,LRP-zplus,0.850539092047518,0.7789424035799033
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv7.block.conv,activation,0.8401175460208762,0.6730732912765226
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv7.block.conv,random,0.5190172731839482,0.5797538629445791
instance_perturbation_module.backbone.ERBlock_4.1.block.0.rbr_dense.conv,GradCAM,0.7749520473391469,0.792377699232618
instance_perturbation_module.backbone.ERBlock_4.1.block.0.rbr_dense.conv,Gradient,0.7476911113157325,0.8254961110685416
instance_perturbation_module.backbone.ERBlock_4.1.block.0.rbr_dense.conv,LRP-eps,0.4804416438604223,0.7939136701091677
instance_perturbation_module.backbone.ERBlock_4.1.block.0.rbr_dense.conv,LRP-gamma,0.33683630090056443,0.554874310825648
instance_perturbation_module.backbone.ERBlock_4.1.block.0.rbr_dense.conv,LRP-zplus,0.52785218493517,0.8102588656644562
instance_perturbation_module.backbone.ERBlock_4.1.block.0.rbr_dense.conv,activation,0.380867614371424,0.6252194913111758
instance_perturbation_module.backbone.ERBlock_4.1.block.0.rbr_dense.conv,random,0.3776618068109197,0.5755983104425761
instance_perturbation_module.detect.stems.3.block.conv,GradCAM,0.0,1.0
instance_perturbation_module.detect.stems.3.block.conv,Gradient,0.0,1.0
instance_perturbation_module.detect.stems.3.block.conv,LRP-eps,0.0,1.0
instance_perturbation_module.detect.stems.3.block.conv,LRP-gamma,0.0,1.0
instance_perturbation_module.detect.stems.3.block.conv,LRP-zplus,0.0,1.0
instance_perturbation_module.detect.stems.3.block.conv,activation,0.0,1.0
instance_perturbation_module.detect.stems.3.block.conv,random,0.0,1.0
instance_perturbation_module.neck.Rep_p4.conv1.rbr_dense.conv,GradCAM,0.6797719656623282,0.5733922075696422
instance_perturbation_module.neck.Rep_p4.conv1.rbr_dense.conv,Gradient,0.7021607881599126,0.5807818789810625
instance_perturbation_module.neck.Rep_p4.conv1.rbr_dense.conv,LRP-eps,0.4846682434417401,0.6186973700221915
instance_perturbation_module.neck.Rep_p4.conv1.rbr_dense.conv,LRP-gamma,0.4616154946249133,0.5983298968274662
instance_perturbation_module.neck.Rep_p4.conv1.rbr_dense.conv,LRP-zplus,0.6162348465021649,0.3882329482355057
instance_perturbation_module.neck.Rep_p4.conv1.rbr_dense.conv,activation,0.3269234496228997,0.6647935100693704
instance_perturbation_module.neck.Rep_p4.conv1.rbr_dense.conv,random,0.27250327698982896,0.6231531220873158
instance_perturbation_module.neck.Rep_p4.block.2.rbr_dense.conv,GradCAM,0.627210220278036,0.5737448836206788
instance_perturbation_module.neck.Rep_p4.block.2.rbr_dense.conv,Gradient,0.5847468112526449,0.8046376095255101
instance_perturbation_module.neck.Rep_p4.block.2.rbr_dense.conv,LRP-eps,0.25984564771882446,0.6892415358805204
instance_perturbation_module.neck.Rep_p4.block.2.rbr_dense.conv,LRP-gamma,0.2468313645875104,0.3542387203695141
instance_perturbation_module.neck.Rep_p4.block.2.rbr_dense.conv,LRP-zplus,0.6766605404931525,0.7020638978443852
instance_perturbation_module.neck.Rep_p4.block.2.rbr_dense.conv,activation,0.3884582731137324,0.6070019387298619
instance_perturbation_module.neck.Rep_p4.block.2.rbr_dense.conv,random,0.40456585936296646,0.5057209568213277
instance_perturbation_module.backbone.ERBlock_4.0.rbr_dense.conv,GradCAM,0.8023329980760322,0.7287369503366533
instance_perturbation_module.backbone.ERBlock_4.0.rbr_dense.conv,Gradient,0.813199390720282,0.7510187217947754
instance_perturbation_module.backbone.ERBlock_4.0.rbr_dense.conv,LRP-eps,0.6574464872991954,0.4669659594663828
instance_perturbation_module.backbone.ERBlock_4.0.rbr_dense.conv,LRP-gamma,0.6308906051741321,0.5127250639613815
instance_perturbation_module.backbone.ERBlock_4.0.rbr_dense.conv,LRP-zplus,0.7433489997588126,0.5346065819758328
instance_perturbation_module.backbone.ERBlock_4.0.rbr_dense.conv,activation,0.5804737169352954,0.5073069852166121
instance_perturbation_module.backbone.ERBlock_4.0.rbr_dense.conv,random,0.4140280287515445,0.3689837773019965
instance_perturbation_module.neck.Rep_n6.block.1.rbr_dense.conv,GradCAM,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.1.rbr_dense.conv,Gradient,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.1.rbr_dense.conv,LRP-eps,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.1.rbr_dense.conv,LRP-gamma,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.1.rbr_dense.conv,LRP-zplus,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.1.rbr_dense.conv,activation,0.0,1.0
instance_perturbation_module.neck.Rep_n6.block.1.rbr_dense.conv,random,0.0,1.0
instance_perturbation_module.neck.Rep_p3.conv1.rbr_dense.conv,GradCAM,0.6829746182314512,0.6462443710806973
instance_perturbation_module.neck.Rep_p3.conv1.rbr_dense.conv,Gradient,0.7076223467149237,0.6434450209119947
instance_perturbation_module.neck.Rep_p3.conv1.rbr_dense.conv,LRP-eps,0.6124183109496856,0.5555140896876476
instance_perturbation_module.neck.Rep_p3.conv1.rbr_dense.conv,LRP-gamma,0.6072567044008845,0.6143254473562192
instance_perturbation_module.neck.Rep_p3.conv1.rbr_dense.conv,LRP-zplus,0.7229286637011496,0.7270932021093728
instance_perturbation_module.neck.Rep_p3.conv1.rbr_dense.conv,activation,0.3860006576759049,0.6091233942266931
instance_perturbation_module.neck.Rep_p3.conv1.rbr_dense.conv,random,0.4123612247276516,0.5668842568551895
instance_perturbation_module.neck.Rep_p5.block.0.rbr_dense.conv,GradCAM,0.5098891122439188,0.5288940167120281
instance_perturbation_module.neck.Rep_p5.block.0.rbr_dense.conv,Gradient,0.5543834537373473,0.5421955645250234
instance_perturbation_module.neck.Rep_p5.block.0.rbr_dense.conv,LRP-eps,0.12429427469785367,0.6528871086827376
instance_perturbation_module.neck.Rep_p5.block.0.rbr_dense.conv,LRP-gamma,0.2679027381813022,0.515413065698179
instance_perturbation_module.neck.Rep_p5.block.0.rbr_dense.conv,LRP-zplus,0.47978218727039545,0.5837537510307296
instance_perturbation_module.neck.Rep_p5.block.0.rbr_dense.conv,activation,0.4003552588136169,0.37972955784377815
instance_perturbation_module.neck.Rep_p5.block.0.rbr_dense.conv,random,0.4256549315538283,0.514324179199251
instance_perturbation_module.neck.downsample0.block.conv,GradCAM,0.0,1.0
instance_perturbation_module.neck.downsample0.block.conv,Gradient,0.0,1.0
instance_perturbation_module.neck.downsample0.block.conv,LRP-eps,0.0,1.0
instance_perturbation_module.neck.downsample0.block.conv,LRP-gamma,0.0,1.0
instance_perturbation_module.neck.downsample0.block.conv,LRP-zplus,0.0,1.0
instance_perturbation_module.neck.downsample0.block.conv,activation,0.0,1.0
instance_perturbation_module.neck.downsample0.block.conv,random,0.0,1.0
instance_perturbation_module.backbone.ERBlock_6.1.conv1.rbr_dense.conv,GradCAM,0.33875226218257004,0.5513532966369747
instance_perturbation_module.backbone.ERBlock_6.1.conv1.rbr_dense.conv,Gradient,0.333407752757814,0.5091803702028409
instance_perturbation_module.backbone.ERBlock_6.1.conv1.rbr_dense.conv,LRP-eps,0.3173912690095505,0.5757603392956506
instance_perturbation_module.backbone.ERBlock_6.1.conv1.rbr_dense.conv,LRP-gamma,0.07112939386691537,0.06713902359232532
instance_perturbation_module.backbone.ERBlock_6.1.conv1.rbr_dense.conv,LRP-zplus,0.900734183452718,0.3316080219590765
instance_perturbation_module.backbone.ERBlock_6.1.conv1.rbr_dense.conv,activation,0.9157816674719093,0.5912260431926196
instance_perturbation_module.backbone.ERBlock_6.1.conv1.rbr_dense.conv,random,0.4551311825186481,0.5772624335820713
instance_perturbation_module.neck.downsample2.block.conv,GradCAM,0.11762924181129963,0.9661016949152542
instance_perturbation_module.neck.downsample2.block.conv,Gradient,0.10739545711173745,0.9661016949152542
instance_perturbation_module.neck.downsample2.block.conv,LRP-eps,0.0935995156665578,0.9126289655143561
instance_perturbation_module.neck.downsample2.block.conv,LRP-gamma,0.09134099981249472,0.9533301532306528
instance_perturbation_module.neck.downsample2.block.conv,LRP-zplus,0.07892803786750294,0.9661016949152542
instance_perturbation_module.neck.downsample2.block.conv,activation,0.16704446456674465,0.9661016949152542
instance_perturbation_module.neck.downsample2.block.conv,random,0.043396511357497745,0.9595052299258766
instance_perturbation_module.backbone.stem.rbr_dense.conv,GradCAM,0.2306282998520104,0.6690347918773275
instance_perturbation_module.backbone.stem.rbr_dense.conv,Gradient,0.2232775779345753,0.5866374230829805
instance_perturbation_module.backbone.stem.rbr_dense.conv,LRP-eps,0.39100463262800583,0.6327870245424604
instance_perturbation_module.backbone.stem.rbr_dense.conv,LRP-gamma,0.3672260659960839,0.7061577093801601
instance_perturbation_module.backbone.stem.rbr_dense.conv,LRP-zplus,0.29520937308685924,0.6767111808661364
instance_perturbation_module.backbone.stem.rbr_dense.conv,activation,0.5318039005682433,0.8256233045655796
instance_perturbation_module.backbone.stem.rbr_dense.conv,random,0.2663384270151847,0.6343969315043269
instance_perturbation_module.backbone.ERBlock_3.1.block.2.rbr_dense.conv,GradCAM,0.7457027432529719,0.6986259196544319
instance_perturbation_module.backbone.ERBlock_3.1.block.2.rbr_dense.conv,Gradient,0.7636172024212821,0.7292881963674732
instance_perturbation_module.backbone.ERBlock_3.1.block.2.rbr_dense.conv,LRP-eps,0.6774725815560046,0.4745334328439849
instance_perturbation_module.backbone.ERBlock_3.1.block.2.rbr_dense.conv,LRP-gamma,0.5723785365374937,0.6009299688411487
instance_perturbation_module.backbone.ERBlock_3.1.block.2.rbr_dense.conv,LRP-zplus,0.6177724667096388,0.6144608048586959
instance_perturbation_module.backbone.ERBlock_3.1.block.2.rbr_dense.conv,activation,0.46207767037277375,0.6103591525067436
instance_perturbation_module.backbone.ERBlock_3.1.block.2.rbr_dense.conv,random,0.38964102743636064,0.5931869210743638
instance_perturbation_module.neck.Rep_p4.block.0.rbr_dense.conv,GradCAM,0.5799389183127799,0.8229133360907497
instance_perturbation_module.neck.Rep_p4.block.0.rbr_dense.conv,Gradient,0.5133622343398959,0.8433819496261832
instance_perturbation_module.neck.Rep_p4.block.0.rbr_dense.conv,LRP-eps,0.18458146737034745,0.6501933031685763
instance_perturbation_module.neck.Rep_p4.block.0.rbr_dense.conv,LRP-gamma,0.23920646240774507,0.5606507516354032
instance_perturbation_module.neck.Rep_p4.block.0.rbr_dense.conv,LRP-zplus,0.6272534499765018,0.4811699983145459
instance_perturbation_module.neck.Rep_p4.block.0.rbr_dense.conv,activation,0.48299753860416805,0.40486997542658
instance_perturbation_module.neck.Rep_p4.block.0.rbr_dense.conv,random,0.21207447728529702,0.3097022275421219
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv4.block.conv,GradCAM,0.33127536501091503,0.7102520294675355
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv4.block.conv,Gradient,0.3311763269046061,0.7312953216307561
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv4.block.conv,LRP-eps,0.22528110263661003,0.5311282208669433
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv4.block.conv,LRP-gamma,0.1655990904527148,0.6681534482010849
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv4.block.conv,LRP-zplus,0.41622948915397895,0.6187439340048473
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv4.block.conv,activation,0.4852812574696539,0.5864452329554841
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv4.block.conv,random,0.4408404702772437,0.5570269985108437
instance_perturbation_module.backbone.ERBlock_4.1.block.1.rbr_dense.conv,GradCAM,0.7838077542958178,0.8102303816574165
instance_perturbation_module.backbone.ERBlock_4.1.block.1.rbr_dense.conv,Gradient,0.7979946536088419,0.7878809083316616
instance_perturbation_module.backbone.ERBlock_4.1.block.1.rbr_dense.conv,LRP-eps,0.4008575370875641,0.7143025940623184
instance_perturbation_module.backbone.ERBlock_4.1.block.1.rbr_dense.conv,LRP-gamma,0.37557259351732775,0.6470890907822252
instance_perturbation_module.backbone.ERBlock_4.1.block.1.rbr_dense.conv,LRP-zplus,0.4296364486724142,0.5987068107651763
instance_perturbation_module.backbone.ERBlock_4.1.block.1.rbr_dense.conv,activation,0.3580886143864146,0.6392716823984173
instance_perturbation_module.backbone.ERBlock_4.1.block.1.rbr_dense.conv,random,0.2564566961822597,0.38607778225001677
instance_perturbation_module.detect.cls_preds.2,GradCAM,0.47228919190613705,0.5727185755701891
instance_perturbation_module.detect.cls_preds.2,Gradient,0.47228919190613705,0.5727185755701891
instance_perturbation_module.detect.cls_preds.2,LRP-eps,0.47228919190613705,0.5727185755701891
instance_perturbation_module.detect.cls_preds.2,LRP-gamma,0.47228919190613705,0.5727185755701891
instance_perturbation_module.detect.cls_preds.2,LRP-zplus,0.47228919190613705,0.5727185755701891
instance_perturbation_module.detect.cls_preds.2,activation,0.45170251265869665,0.5343245860676644
instance_perturbation_module.detect.cls_preds.2,random,0.45762587323444637,0.5313866260645015
instance_perturbation_module.neck.reduce_layer2.block.conv,GradCAM,0.8291581855157799,0.8660723012411432
instance_perturbation_module.neck.reduce_layer2.block.conv,Gradient,0.8394516127736401,0.8495208878140511
instance_perturbation_module.neck.reduce_layer2.block.conv,LRP-eps,0.669638247539138,0.29383865588883423
instance_perturbation_module.neck.reduce_layer2.block.conv,LRP-gamma,0.654261803916454,0.6832106870504447
instance_perturbation_module.neck.reduce_layer2.block.conv,LRP-zplus,0.82373249265412,0.8469669807530964
instance_perturbation_module.neck.reduce_layer2.block.conv,activation,0.5366261489584769,0.67666053508275
instance_perturbation_module.neck.reduce_layer2.block.conv,random,0.4030240047386493,0.539055244764935
instance_perturbation_module.backbone.ERBlock_2.0.rbr_dense.conv,GradCAM,0.5108716938827425,0.7020481550220576
instance_perturbation_module.backbone.ERBlock_2.0.rbr_dense.conv,Gradient,0.5176312155132444,0.6089543723264776
instance_perturbation_module.backbone.ERBlock_2.0.rbr_dense.conv,LRP-eps,0.5442672472247463,0.6129835218429296
instance_perturbation_module.backbone.ERBlock_2.0.rbr_dense.conv,LRP-gamma,0.519468042326144,0.5991098776486639
instance_perturbation_module.backbone.ERBlock_2.0.rbr_dense.conv,LRP-zplus,0.4730724982871128,0.6774515287381271
instance_perturbation_module.backbone.ERBlock_2.0.rbr_dense.conv,activation,0.4305301836119711,0.6528216387084775
instance_perturbation_module.backbone.ERBlock_2.0.rbr_dense.conv,random,0.37145841961501835,0.5332990521054453
instance_perturbation_module.neck.Rep_n4.block.2.rbr_dense.conv,GradCAM,0.3775577548616995,0.720794862675698
instance_perturbation_module.neck.Rep_n4.block.2.rbr_dense.conv,Gradient,0.3847850936211386,0.720794862675698
instance_perturbation_module.neck.Rep_n4.block.2.rbr_dense.conv,LRP-eps,0.40234424741802005,0.6513129242603992
instance_perturbation_module.neck.Rep_n4.block.2.rbr_dense.conv,LRP-gamma,0.3813166770822759,0.672535817471347
instance_perturbation_module.neck.Rep_n4.block.2.rbr_dense.conv,LRP-zplus,0.3650862368089979,0.7260644214455173
instance_perturbation_module.neck.Rep_n4.block.2.rbr_dense.conv,activation,0.19453183529655851,0.6307459024929157
instance_perturbation_module.neck.Rep_n4.block.2.rbr_dense.conv,random,0.1777390498920226,0.8751469363824127
instance_perturbation_module.backbone.ERBlock_4.1.conv1.rbr_dense.conv,GradCAM,0.7585402753506933,0.6796081553581537
instance_perturbation_module.backbone.ERBlock_4.1.conv1.rbr_dense.conv,Gradient,0.7879209697986387,0.7118425236683007
instance_perturbation_module.backbone.ERBlock_4.1.conv1.rbr_dense.conv,LRP-eps,0.4633185142030669,0.5975649380930547
instance_perturbation_module.backbone.ERBlock_4.1.conv1.rbr_dense.conv,LRP-gamma,0.481385579907664,0.3352176392412193
instance_perturbation_module.backbone.ERBlock_4.1.conv1.rbr_dense.conv,LRP-zplus,0.676373220297612,0.7643352043273081
instance_perturbation_module.backbone.ERBlock_4.1.conv1.rbr_dense.conv,activation,0.5538777219190666,0.6635267766418043
instance_perturbation_module.backbone.ERBlock_4.1.conv1.rbr_dense.conv,random,0.41225827978355095,0.6828046594217392
instance_perturbation_module.neck.Rep_n4.conv1.rbr_dense.conv,GradCAM,0.5591764504376071,0.9560346675458602
instance_perturbation_module.neck.Rep_n4.conv1.rbr_dense.conv,Gradient,0.5698305790262643,0.9559517484666951
instance_perturbation_module.neck.Rep_n4.conv1.rbr_dense.conv,LRP-eps,0.5832218582033052,0.8976439026140562
instance_perturbation_module.neck.Rep_n4.conv1.rbr_dense.conv,LRP-gamma,0.5717332179761564,0.9282674218080657
instance_perturbation_module.neck.Rep_n4.conv1.rbr_dense.conv,LRP-zplus,0.5630689645112125,0.9559517484666951
instance_perturbation_module.neck.Rep_n4.conv1.rbr_dense.conv,activation,0.11520091094047921,0.1701574349196604
instance_perturbation_module.neck.Rep_n4.conv1.rbr_dense.conv,random,0.31344283277816126,0.8800839577813074
instance_perturbation_module.neck.reduce_layer0.block.conv,GradCAM,0.594212959405022,0.8001452962057259
instance_perturbation_module.neck.reduce_layer0.block.conv,Gradient,0.56211953155848,0.744295236683814
instance_perturbation_module.neck.reduce_layer0.block.conv,LRP-eps,0.3360849445887029,0.5565289873550354
instance_perturbation_module.neck.reduce_layer0.block.conv,LRP-gamma,0.10633980139580371,0.14511814259931785
instance_perturbation_module.neck.reduce_layer0.block.conv,LRP-zplus,0.6994446366783302,0.6093186551640879
instance_perturbation_module.neck.reduce_layer0.block.conv,activation,0.8384719340092853,0.7843155006446347
instance_perturbation_module.neck.reduce_layer0.block.conv,random,0.5107975046734585,0.5355630036522057
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv2.block.conv,GradCAM,0.5083082162825968,0.5677665322052515
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv2.block.conv,Gradient,0.5249283408731166,0.6286877989623809
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv2.block.conv,LRP-eps,0.4585671316831377,0.2761283786263377
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv2.block.conv,LRP-gamma,0.25246315307331574,0.1994931151027814
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv2.block.conv,LRP-zplus,0.7946539575059319,0.8325523861615929
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv2.block.conv,activation,0.7813626453977048,0.7152701086470081
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv2.block.conv,random,0.48388654618815197,0.625797140091198
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv5.block.conv,GradCAM,0.6419762193110763,0.6980038250073042
